account_transaction_id,transaction_date,customer_id,customer_name,partner_id,partner_name,warehouse_id,warehouse_name,creator_type,creator_id,description,total,Below Min Storage,Carrier Fees,Credit Card,Manual Payment,Pack,Packaging,Payment Processing,Pick,Storage,package_count,merch_count
105311662,2021-06-01 20:46:25,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25675516,Total charges for Order 25675516,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105311669,2021-06-01 20:46:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25676526,Total charges for Order 25676526,-13.5,0.0,-9.05,0.0,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
105311991,2021-06-01 20:47:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25678194,Total charges for Order 25678194,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105312745,2021-06-01 20:49:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25681015,Total charges for Order 25681015,-20.25,0.0,-15.8,0.0,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
105313145,2021-06-01 20:50:19,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25696992,Total charges for Order 25696992,-12.75,0.0,-9.05,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105313619,2021-06-01 20:51:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25698698,Total charges for Order 25698698,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105314095,2021-06-01 20:52:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25746079,Total charges for Order 25746079,-12.75,0.0,-9.05,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105314495,2021-06-01 20:53:49,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25750485,Total charges for Order 25750485,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105434216,2021-06-02 13:24:34,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25758907,Total charges for Order 25758907,-17.87,0.0,-14.17,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105434660,2021-06-02 13:26:08,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25766766,Total charges for Order 25766766,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105435952,2021-06-02 13:31:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23922288,Total charges for Order 23922288,-24.04,0.0,-12.42,0.0,0.0,-2.5,-3.99,0.0,-5.13,0.0,1,12.0
105445448,2021-06-02 14:01:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25792506,Total charges for Order 25792506,-22.87,0.0,-18.42,0.0,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
105445746,2021-06-02 14:02:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25792529,Total charges for Order 25792529,-8.86,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
105481425,2021-06-02 16:09:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25807418,Total charges for Order 25807418,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105481641,2021-06-02 16:10:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25807665,Total charges for Order 25807665,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105482041,2021-06-02 16:11:47,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25814060,Total charges for Order 25814060,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105482661,2021-06-02 16:13:56,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25800592,Total charges for Order 25800592,-12.89,0.0,-9.19,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105496499,2021-06-02 17:03:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25828425,Total charges for Order 25828425,-13.84,0.0,-10.14,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105698415,2021-06-03 14:25:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25838601,Total charges for Order 25838601,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105698812,2021-06-03 14:26:29,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25839712,Total charges for Order 25839712,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105699377,2021-06-03 14:28:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25846629,Total charges for Order 25846629,-16.89,0.0,-13.19,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105699879,2021-06-03 14:30:01,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25851402,Total charges for Order 25851402,-15.13,0.0,-11.43,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105701035,2021-06-03 14:34:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866395,Total charges for Order 25866395,-38.18,0.0,-33.73,0.0,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
105701559,2021-06-03 14:35:56,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866416,Total charges for Order 25866416,-42.5,0.0,-37.3,0.0,0.0,-2.5,-1.2,0.0,-1.5,0.0,1,3.0
105702291,2021-06-03 14:38:44,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866518,Total charges for Order 25866518,-8.25,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
105702563,2021-06-03 14:39:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866529,Total charges for Order 25866529,-8.25,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
105702913,2021-06-03 14:40:44,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866530,Total charges for Order 25866530,-8.25,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
105703361,2021-06-03 14:42:08,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866551,Total charges for Order 25866551,-8.25,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
105703931,2021-06-03 14:44:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866438,Total charges for Order 25866438,-46.04,0.0,-40.04,0.0,0.0,-2.5,-1.25,0.0,-2.25,0.0,1,4.0
105718910,2021-06-03 15:39:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866544,Total charges for Order 25866544,-39.27,0.0,-17.23,0.0,0.0,-2.5,-5.67,0.0,-13.87,0.0,1,50.0
105751163,2021-06-03 17:27:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866379,Total charges for Order 25866379,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751648,2021-06-03 17:30:29,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866380,Total charges for Order 25866380,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751660,2021-06-03 17:30:31,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866381,Total charges for Order 25866381,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751671,2021-06-03 17:30:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866382,Total charges for Order 25866382,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751683,2021-06-03 17:30:38,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866383,Total charges for Order 25866383,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751700,2021-06-03 17:30:42,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866384,Total charges for Order 25866384,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751707,2021-06-03 17:30:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866385,Total charges for Order 25866385,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751713,2021-06-03 17:30:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866386,Total charges for Order 25866386,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751719,2021-06-03 17:30:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866387,Total charges for Order 25866387,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751749,2021-06-03 17:30:54,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866388,Total charges for Order 25866388,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751755,2021-06-03 17:30:55,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866389,Total charges for Order 25866389,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751761,2021-06-03 17:30:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866390,Total charges for Order 25866390,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751777,2021-06-03 17:31:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866391,Total charges for Order 25866391,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751788,2021-06-03 17:31:03,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866392,Total charges for Order 25866392,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751795,2021-06-03 17:31:05,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866393,Total charges for Order 25866393,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751825,2021-06-03 17:31:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866394,Total charges for Order 25866394,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751847,2021-06-03 17:31:18,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866396,Total charges for Order 25866396,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751851,2021-06-03 17:31:20,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866397,Total charges for Order 25866397,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751861,2021-06-03 17:31:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866398,Total charges for Order 25866398,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751867,2021-06-03 17:31:25,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866399,Total charges for Order 25866399,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751895,2021-06-03 17:31:29,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866400,Total charges for Order 25866400,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751939,2021-06-03 17:31:40,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866402,Total charges for Order 25866402,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751951,2021-06-03 17:31:43,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866403,Total charges for Order 25866403,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751955,2021-06-03 17:31:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866404,Total charges for Order 25866404,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751963,2021-06-03 17:31:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866405,Total charges for Order 25866405,-23.85,0.0,-20.15,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751971,2021-06-03 17:31:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866406,Total charges for Order 25866406,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751991,2021-06-03 17:31:54,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866407,Total charges for Order 25866407,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105751999,2021-06-03 17:31:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866408,Total charges for Order 25866408,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752019,2021-06-03 17:32:01,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866409,Total charges for Order 25866409,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752031,2021-06-03 17:32:05,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866410,Total charges for Order 25866410,-23.85,0.0,-20.15,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752039,2021-06-03 17:32:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866411,Total charges for Order 25866411,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752059,2021-06-03 17:32:10,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866413,Total charges for Order 25866413,-19.7,0.0,-16.0,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752075,2021-06-03 17:32:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866415,Total charges for Order 25866415,-19.7,0.0,-16.0,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752084,2021-06-03 17:32:16,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866417,Total charges for Order 25866417,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752095,2021-06-03 17:32:20,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866418,Total charges for Order 25866418,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752099,2021-06-03 17:32:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866419,Total charges for Order 25866419,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752115,2021-06-03 17:32:26,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866420,Total charges for Order 25866420,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752119,2021-06-03 17:32:28,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866421,Total charges for Order 25866421,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752127,2021-06-03 17:32:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866422,Total charges for Order 25866422,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752143,2021-06-03 17:32:36,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866423,Total charges for Order 25866423,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752147,2021-06-03 17:32:39,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866424,Total charges for Order 25866424,-19.15,0.0,-15.45,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752175,2021-06-03 17:32:43,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866425,Total charges for Order 25866425,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752194,2021-06-03 17:32:46,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866426,Total charges for Order 25866426,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752219,2021-06-03 17:32:51,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866427,Total charges for Order 25866427,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752251,2021-06-03 17:32:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866428,Total charges for Order 25866428,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752283,2021-06-03 17:33:03,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866429,Total charges for Order 25866429,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752335,2021-06-03 17:33:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866430,Total charges for Order 25866430,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752359,2021-06-03 17:33:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866431,Total charges for Order 25866431,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752367,2021-06-03 17:33:19,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866432,Total charges for Order 25866432,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752379,2021-06-03 17:33:24,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866433,Total charges for Order 25866433,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752411,2021-06-03 17:33:28,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866434,Total charges for Order 25866434,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752424,2021-06-03 17:33:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866435,Total charges for Order 25866435,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752447,2021-06-03 17:33:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866436,Total charges for Order 25866436,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752459,2021-06-03 17:33:38,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866437,Total charges for Order 25866437,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752502,2021-06-03 17:33:46,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866439,Total charges for Order 25866439,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752569,2021-06-03 17:34:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866440,Total charges for Order 25866440,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
105752603,2021-06-03 17:34:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,25866441,Total charges for Order 25866441,-8.11,0.0,-4.41,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
