account_transaction_id,transaction_date,customer_id,customer_name,partner_id,partner_name,warehouse_id,warehouse_name,creator_type,creator_id,description,total,Below Min Storage,Carrier Fees,Credit Card,Pack,Packaging,Payment Processing,Pick,Storage,package_count,merch_count
100156403,2021-05-04 17:55:06,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24585701,Total charges for Order 24585701,-12.73,0.0,-9.03,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100156655,2021-05-04 17:56:17,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24586031,Total charges for Order 24586031,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100156847,2021-05-04 17:57:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24586101,Total charges for Order 24586101,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100157091,2021-05-04 17:58:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24586944,Total charges for Order 24586944,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100348124,2021-05-05 16:33:08,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24591748,Total charges for Order 24591748,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100348427,2021-05-05 16:34:02,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24591749,Total charges for Order 24591749,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100349785,2021-05-05 16:38:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24592446,Total charges for Order 24592446,-21.34,0.0,-16.89,0.0,-2.5,-1.2,0.0,-0.75,0.0,1,2.0
100350619,2021-05-05 16:41:08,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24606935,Total charges for Order 24606935,-12.25,0.0,-8.55,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100366995,2021-05-05 17:49:22,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24462422,Total charges for Order 24462422,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367441,2021-05-05 17:51:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24462575,Total charges for Order 24462575,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367445,2021-05-05 17:51:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24462788,Total charges for Order 24462788,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367473,2021-05-05 17:51:10,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24466069,Total charges for Order 24466069,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367477,2021-05-05 17:51:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24470111,Total charges for Order 24470111,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367485,2021-05-05 17:51:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24473987,Total charges for Order 24473987,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367509,2021-05-05 17:51:18,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24479155,Total charges for Order 24479155,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367513,2021-05-05 17:51:22,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24480378,Total charges for Order 24480378,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367905,2021-05-05 17:52:55,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24481900,Total charges for Order 24481900,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367916,2021-05-05 17:52:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24482188,Total charges for Order 24482188,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367937,2021-05-05 17:53:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24482596,Total charges for Order 24482596,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367949,2021-05-05 17:53:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24482702,Total charges for Order 24482702,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100367965,2021-05-05 17:53:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24483228,Total charges for Order 24483228,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368001,2021-05-05 17:53:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24486130,Total charges for Order 24486130,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368027,2021-05-05 17:53:16,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24487536,Total charges for Order 24487536,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368037,2021-05-05 17:53:18,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24487669,Total charges for Order 24487669,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368045,2021-05-05 17:53:21,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24489388,Total charges for Order 24489388,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368057,2021-05-05 17:53:24,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24490392,Total charges for Order 24490392,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368092,2021-05-05 17:53:28,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24491371,Total charges for Order 24491371,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368104,2021-05-05 17:53:30,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24491985,Total charges for Order 24491985,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368113,2021-05-05 17:53:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24493255,Total charges for Order 24493255,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368145,2021-05-05 17:53:39,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24494105,Total charges for Order 24494105,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368157,2021-05-05 17:53:44,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24495333,Total charges for Order 24495333,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368169,2021-05-05 17:53:46,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24495728,Total charges for Order 24495728,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368197,2021-05-05 17:53:49,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24496361,Total charges for Order 24496361,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368209,2021-05-05 17:53:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24497377,Total charges for Order 24497377,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368225,2021-05-05 17:53:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24497915,Total charges for Order 24497915,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368237,2021-05-05 17:53:55,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24498584,Total charges for Order 24498584,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368253,2021-05-05 17:53:57,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24502338,Total charges for Order 24502338,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368274,2021-05-05 17:54:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24503196,Total charges for Order 24503196,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368288,2021-05-05 17:54:03,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24503356,Total charges for Order 24503356,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368306,2021-05-05 17:54:05,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24503867,Total charges for Order 24503867,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368319,2021-05-05 17:54:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24504033,Total charges for Order 24504033,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368329,2021-05-05 17:54:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24504224,Total charges for Order 24504224,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368341,2021-05-05 17:54:13,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24505621,Total charges for Order 24505621,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368349,2021-05-05 17:54:16,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24506413,Total charges for Order 24506413,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368373,2021-05-05 17:54:19,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24507337,Total charges for Order 24507337,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368401,2021-05-05 17:54:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24511736,Total charges for Order 24511736,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368415,2021-05-05 17:54:26,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24511951,Total charges for Order 24511951,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368421,2021-05-05 17:54:29,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24513951,Total charges for Order 24513951,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368431,2021-05-05 17:54:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24514000,Total charges for Order 24514000,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368444,2021-05-05 17:54:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24515408,Total charges for Order 24515408,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368459,2021-05-05 17:54:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24516676,Total charges for Order 24516676,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368476,2021-05-05 17:54:41,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24516688,Total charges for Order 24516688,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368523,2021-05-05 17:54:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24517563,Total charges for Order 24517563,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368534,2021-05-05 17:54:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24517678,Total charges for Order 24517678,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368555,2021-05-05 17:54:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24518256,Total charges for Order 24518256,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368571,2021-05-05 17:54:55,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24518297,Total charges for Order 24518297,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368579,2021-05-05 17:54:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24519102,Total charges for Order 24519102,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368603,2021-05-05 17:55:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24519822,Total charges for Order 24519822,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368614,2021-05-05 17:55:06,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24523668,Total charges for Order 24523668,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368639,2021-05-05 17:55:08,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24525216,Total charges for Order 24525216,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368659,2021-05-05 17:55:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24527229,Total charges for Order 24527229,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368671,2021-05-05 17:55:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24528023,Total charges for Order 24528023,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368691,2021-05-05 17:55:17,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24531901,Total charges for Order 24531901,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368695,2021-05-05 17:55:19,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24537880,Total charges for Order 24537880,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368699,2021-05-05 17:55:21,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24539881,Total charges for Order 24539881,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368719,2021-05-05 17:55:26,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24540219,Total charges for Order 24540219,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100368731,2021-05-05 17:55:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24541845,Total charges for Order 24541845,-7.6,0.0,-3.8,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100369007,2021-05-05 17:56:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24548816,Total charges for Order 24548816,-17.97,0.0,-14.17,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100369035,2021-05-05 17:56:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24549165,Total charges for Order 24549165,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100369047,2021-05-05 17:56:40,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24550937,Total charges for Order 24550937,-13.42,0.0,-9.62,0.0,-2.5,-1.3,0.0,0.0,0.0,1,1.0
100527600,2021-05-06 14:33:16,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24554697,Total charges for Order 24554697,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100528672,2021-05-06 14:37:16,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24559227,Total charges for Order 24559227,-14.22,0.0,-10.52,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100528738,2021-05-06 14:37:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24559798,Total charges for Order 24559798,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529047,2021-05-06 14:38:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24562056,Total charges for Order 24562056,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529075,2021-05-06 14:38:39,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24562290,Total charges for Order 24562290,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529089,2021-05-06 14:38:41,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24563057,Total charges for Order 24563057,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529101,2021-05-06 14:38:43,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24564139,Total charges for Order 24564139,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529131,2021-05-06 14:38:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24564207,Total charges for Order 24564207,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529175,2021-05-06 14:38:52,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24564912,Total charges for Order 24564912,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529187,2021-05-06 14:38:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24566943,Total charges for Order 24566943,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529229,2021-05-06 14:38:56,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24573632,Total charges for Order 24573632,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529256,2021-05-06 14:38:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24573874,Total charges for Order 24573874,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529299,2021-05-06 14:39:03,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24575917,Total charges for Order 24575917,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529323,2021-05-06 14:39:06,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24576032,Total charges for Order 24576032,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529341,2021-05-06 14:39:08,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24577357,Total charges for Order 24577357,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529349,2021-05-06 14:39:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24578583,Total charges for Order 24578583,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529370,2021-05-06 14:39:13,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24580193,Total charges for Order 24580193,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529394,2021-05-06 14:39:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24581009,Total charges for Order 24581009,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529436,2021-05-06 14:39:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24581663,Total charges for Order 24581663,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529461,2021-05-06 14:39:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24581808,Total charges for Order 24581808,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529469,2021-05-06 14:39:30,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24581812,Total charges for Order 24581812,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529480,2021-05-06 14:39:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24581949,Total charges for Order 24581949,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100529897,2021-05-06 14:40:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24583012,Total charges for Order 24583012,-14.22,0.0,-10.52,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100584661,2021-05-06 17:56:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24588620,Total charges for Order 24588620,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585174,2021-05-06 17:57:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24588849,Total charges for Order 24588849,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585193,2021-05-06 17:57:57,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24588884,Total charges for Order 24588884,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585218,2021-05-06 17:58:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24590422,Total charges for Order 24590422,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585244,2021-05-06 17:58:03,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24591023,Total charges for Order 24591023,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585269,2021-05-06 17:58:06,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24591596,Total charges for Order 24591596,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585277,2021-05-06 17:58:08,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24591680,Total charges for Order 24591680,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585281,2021-05-06 17:58:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24592288,Total charges for Order 24592288,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585310,2021-05-06 17:58:13,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24592853,Total charges for Order 24592853,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585341,2021-05-06 17:58:20,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24594220,Total charges for Order 24594220,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585378,2021-05-06 17:58:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24594397,Total charges for Order 24594397,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
100585385,2021-05-06 17:58:26,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,24594657,Total charges for Order 24594657,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
