account_transaction_id,transaction_date,customer_id,customer_name,partner_id,partner_name,warehouse_id,warehouse_name,creator_type,creator_id,description,total,Below Min Storage,Carrier Fees,Credit Card,Pack,Packaging,Payment Processing,Pick,Project,Scancoding,Storage,Whiplash Error,package_count,merch_count
95492482,2021-04-02 18:14:28,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354621,Total charges for Order 23354621,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492490,2021-04-02 18:14:31,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354622,Total charges for Order 23354622,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492508,2021-04-02 18:14:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354623,Total charges for Order 23354623,-14.74,0.0,-11.04,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492522,2021-04-02 18:14:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354624,Total charges for Order 23354624,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492553,2021-04-02 18:14:38,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354625,Total charges for Order 23354625,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492578,2021-04-02 18:14:40,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354626,Total charges for Order 23354626,-12.75,0.0,-9.05,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492598,2021-04-02 18:14:42,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354627,Total charges for Order 23354627,-12.25,0.0,-8.55,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492608,2021-04-02 18:14:44,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354628,Total charges for Order 23354628,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492908,2021-04-02 18:15:46,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354629,Total charges for Order 23354629,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492928,2021-04-02 18:15:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354630,Total charges for Order 23354630,-12.75,0.0,-9.05,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492946,2021-04-02 18:15:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354631,Total charges for Order 23354631,-12.75,0.0,-9.05,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492950,2021-04-02 18:15:52,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354632,Total charges for Order 23354632,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492954,2021-04-02 18:15:54,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354633,Total charges for Order 23354633,-12.75,0.0,-9.05,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95492958,2021-04-02 18:15:57,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354634,Total charges for Order 23354634,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493014,2021-04-02 18:16:02,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354635,Total charges for Order 23354635,-12.75,0.0,-9.05,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493029,2021-04-02 18:16:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354636,Total charges for Order 23354636,-12.06,0.0,-8.36,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493062,2021-04-02 18:16:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354638,Total charges for Order 23354638,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493090,2021-04-02 18:16:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354639,Total charges for Order 23354639,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493174,2021-04-02 18:16:30,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354640,Total charges for Order 23354640,-13.12,0.0,-9.42,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493196,2021-04-02 18:16:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354641,Total charges for Order 23354641,-12.06,0.0,-8.36,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493214,2021-04-02 18:16:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354642,Total charges for Order 23354642,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493230,2021-04-02 18:16:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354643,Total charges for Order 23354643,-12.75,0.0,-9.05,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493250,2021-04-02 18:16:39,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354644,Total charges for Order 23354644,-12.25,0.0,-8.55,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493260,2021-04-02 18:16:42,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354645,Total charges for Order 23354645,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493298,2021-04-02 18:16:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354659,Total charges for Order 23354659,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493302,2021-04-02 18:16:47,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354660,Total charges for Order 23354660,-12.75,0.0,-9.05,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493316,2021-04-02 18:16:51,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354662,Total charges for Order 23354662,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493322,2021-04-02 18:16:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354664,Total charges for Order 23354664,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95493658,2021-04-02 18:17:52,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354667,Total charges for Order 23354667,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95494025,2021-04-02 18:19:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354668,Total charges for Order 23354668,-12.75,0.0,-9.05,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95494037,2021-04-02 18:19:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354669,Total charges for Order 23354669,-12.75,0.0,-9.05,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95494053,2021-04-02 18:19:06,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354670,Total charges for Order 23354670,-15.16,0.0,-11.46,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95494081,2021-04-02 18:19:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354672,Total charges for Order 23354672,-12.56,0.0,-8.86,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95503133,2021-04-02 18:49:46,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354406,Total charges for Order 23354406,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95503901,2021-04-02 18:53:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354407,Total charges for Order 23354407,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95503912,2021-04-02 18:53:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354408,Total charges for Order 23354408,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95503921,2021-04-02 18:53:18,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354409,Total charges for Order 23354409,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95503946,2021-04-02 18:53:22,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354410,Total charges for Order 23354410,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95503961,2021-04-02 18:53:25,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354411,Total charges for Order 23354411,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95503969,2021-04-02 18:53:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354413,Total charges for Order 23354413,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95503987,2021-04-02 18:53:30,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354414,Total charges for Order 23354414,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504017,2021-04-02 18:53:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354415,Total charges for Order 23354415,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504033,2021-04-02 18:53:34,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354416,Total charges for Order 23354416,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504044,2021-04-02 18:53:39,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354418,Total charges for Order 23354418,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504054,2021-04-02 18:53:41,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354419,Total charges for Order 23354419,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504061,2021-04-02 18:53:43,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354421,Total charges for Order 23354421,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504084,2021-04-02 18:53:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354423,Total charges for Order 23354423,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504109,2021-04-02 18:53:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354424,Total charges for Order 23354424,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504117,2021-04-02 18:53:51,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354425,Total charges for Order 23354425,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504125,2021-04-02 18:53:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354426,Total charges for Order 23354426,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504140,2021-04-02 18:53:56,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354427,Total charges for Order 23354427,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504160,2021-04-02 18:54:01,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354428,Total charges for Order 23354428,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504191,2021-04-02 18:54:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354429,Total charges for Order 23354429,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504209,2021-04-02 18:54:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354430,Total charges for Order 23354430,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504219,2021-04-02 18:54:10,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354431,Total charges for Order 23354431,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504243,2021-04-02 18:54:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354432,Total charges for Order 23354432,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504253,2021-04-02 18:54:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354433,Total charges for Order 23354433,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504265,2021-04-02 18:54:17,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354434,Total charges for Order 23354434,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504285,2021-04-02 18:54:21,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354435,Total charges for Order 23354435,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504301,2021-04-02 18:54:24,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354436,Total charges for Order 23354436,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504309,2021-04-02 18:54:26,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354437,Total charges for Order 23354437,-15.16,0.0,-11.46,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504320,2021-04-02 18:54:29,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354438,Total charges for Order 23354438,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504329,2021-04-02 18:54:31,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354439,Total charges for Order 23354439,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504349,2021-04-02 18:54:34,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354440,Total charges for Order 23354440,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504363,2021-04-02 18:54:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354441,Total charges for Order 23354441,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504373,2021-04-02 18:54:39,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354442,Total charges for Order 23354442,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
95504389,2021-04-02 18:54:41,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23354443,Total charges for Order 23354443,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
